model_yr,mfr_name,division,carline,mfr_code,model_type_index,engine_displacement,no_cylinders,transmission_speed,city_mpg,hwy_mpg,comb_mpg,guzzler,air_aspir_method,air_aspir_method_desc,transmission,transmission_desc,no_gears,trans_lockup,trans_creeper_gear,drive_sys,drive_desc,fuel_usage,fuel_usage_desc,class,car_truck,release_date,fuel_cell
2021,aston martin,Aston Martin Lagonda Ltd,Vantage Manual,ASX,5,4,8,Manual(M7),14,21,17,N,TC,Turbocharged,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Two Seaters,car,2020-08-10T00:00:00Z,N
2021,MAZDA,MAZDA,MX-5,TKX,401,2,4,Manual(M6),26,34,29,N,"NA",Naturally Aspirated,M,Manual,6,N,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Two Seaters,car,2020-12-17T00:00:00Z,NA
2021,Nissan,NISSAN,370Z,NSX,57,3.7,6,Manual(M6),17,26,20,N,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Two Seaters,car,2021-01-01T00:00:00Z,NA
2021,Porsche,Porsche,718 Boxster,PRX,201,2,4,Manual(M6),20,26,22,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Two Seaters,car,2020-10-01T00:00:00Z,NA
2021,Porsche,Porsche,718 Boxster GTS 4.0,PRX,223,4,6,Manual(M6),17,24,19,N,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Two Seaters,car,2020-12-02T00:00:00Z,NA
2021,Porsche,Porsche,718 Boxster S,PRX,221,2.5,4,Manual(M6),19,24,21,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Two Seaters,car,2020-10-01T00:00:00Z,NA
2021,Porsche,Porsche,718 Boxster T,PRX,233,2,4,Manual(M6),20,26,22,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Two Seaters,car,2020-10-01T00:00:00Z,NA
2021,Porsche,Porsche,718 Cayman,PRX,211,2,4,Manual(M6),20,26,22,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Two Seaters,car,2020-10-01T00:00:00Z,NA
2021,Porsche,Porsche,718 Cayman GT4,PRX,235,4,6,Manual(M6),17,23,19,N,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Two Seaters,car,2020-12-02T00:00:00Z,NA
2021,Porsche,Porsche,718 Cayman GTS 4.0,PRX,227,4,6,Manual(M6),17,24,19,N,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Two Seaters,car,2020-12-02T00:00:00Z,NA
2021,Porsche,Porsche,718 Cayman S,PRX,231,2.5,4,Manual(M6),19,24,21,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Two Seaters,car,2020-10-01T00:00:00Z,NA
2021,Porsche,Porsche,718 Cayman T,PRX,243,2,4,Manual(M6),20,26,22,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Two Seaters,car,2020-10-01T00:00:00Z,NA
2021,Porsche,Porsche,718 Spyder,PRX,225,4,6,Manual(M6),17,23,19,N,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Two Seaters,car,2020-12-02T00:00:00Z,NA
2021,Lotus,Lotus Cars Ltd,Evora GT,LTX,9,3.5,6,Manual(M6),17,26,20,N,SC,Supercharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Minicompact Cars,car,2020-10-13T00:00:00Z,NA
2021,BMW,Mini,COOPER CONVERTIBLE,BMX,37,1.5,3,Manual(M6),26,37,30,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Minicompact Cars,car,2020-03-31T00:00:00Z,NA
2021,BMW,Mini,COOPER S CONVERTIBLE,BMX,59,2,4,Manual(M6),23,32,26,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Minicompact Cars,car,2020-03-31T00:00:00Z,NA
2021,Porsche,Porsche,911 Carrera 4S,PRX,113,3,6,Manual(M7),17,25,20,N,TC,Turbocharged,M,Manual,7,N,N,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Minicompact Cars,car,2020-11-09T00:00:00Z,NA
2021,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,115,3,6,Manual(M7),17,24,20,N,TC,Turbocharged,M,Manual,7,N,N,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Minicompact Cars,car,2020-11-09T00:00:00Z,NA
2021,Porsche,Porsche,911 Carrera S,PRX,105,3,6,Manual(M7),18,25,21,N,TC,Turbocharged,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Minicompact Cars,car,2020-11-09T00:00:00Z,NA
2021,Porsche,Porsche,911 Carrera S Cabriolet,PRX,107,3,6,Manual(M7),17,25,20,N,TC,Turbocharged,M,Manual,7,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Minicompact Cars,car,2020-11-09T00:00:00Z,NA
2021,Porsche,Porsche,911 Targa 4S,PRX,119,3,6,Manual(M7),17,24,20,N,TC,Turbocharged,M,Manual,7,N,N,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Minicompact Cars,car,2020-11-09T00:00:00Z,NA
2021,BMW,BMW,230i Coupe,BMX,201,2,4,Manual(M6),21,32,25,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-07-31T00:00:00Z,NA
2021,BMW,BMW,M2 Competition Coupe,BMX,280,3,6,Manual(M6),18,24,20,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-08-01T00:00:00Z,NA
2021,BMW,BMW,M240i Convertible,BMX,239,3,6,Manual(M6),19,27,21,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-08-01T00:00:00Z,NA
2021,BMW,BMW,M240i Coupe,BMX,236,3,6,Manual(M6),19,27,21,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-08-01T00:00:00Z,NA
2021,BMW,BMW,M4 Coupe,BMX,480,3,6,Manual(M6),16,23,19,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-11-01T00:00:00Z,NA
2021,General Motors,Chevrolet,CAMARO,GMX,82,2,4,Manual(M6),19,29,22,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-08-10T00:00:00Z,NA
2021,General Motors,Chevrolet,CAMARO,GMX,46,3.6,6,Manual(M6),16,26,20,N,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2020-08-10T00:00:00Z,NA
2021,General Motors,Chevrolet,CAMARO,GMX,50,6.2,8,Manual(M6),16,24,19,N,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-08-10T00:00:00Z,NA
2021,General Motors,Chevrolet,CAMARO,GMX,47,6.2,8,Manual(M6),14,20,16,Y,SC,Supercharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-08-10T00:00:00Z,NA
2021,General Motors,Chevrolet,SPARK,GMX,51,1.4,4,Manual(M5),29,38,33,N,"NA",Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2020-06-01T00:00:00Z,NA
2021,General Motors,Chevrolet,SPARK ACTIV,GMX,52,1.4,4,Manual(M5),29,37,32,N,"NA",Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2020-06-01T00:00:00Z,NA
2021,Ford Motor Company,Ford,MUSTANG,FMX,291,2.3,4,Auto(A10),21,32,25,N,TC,Turbocharged,A,Automatic,10,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2021-01-19T00:00:00Z,NA
2021,Ford Motor Company,Ford,MUSTANG,FMX,79,2.3,4,Manual(M6),21,29,24,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2021-01-19T00:00:00Z,NA
2021,Ford Motor Company,Ford,MUSTANG,FMX,88,5,8,Manual(M6),15,24,18,N,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2021-01-19T00:00:00Z,NA
2021,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,FMX,292,2.3,4,Auto(A10),20,28,23,N,TC,Turbocharged,A,Automatic,10,Y,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2021-01-19T00:00:00Z,NA
2021,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,FMX,84,2.3,4,Manual(M6),20,27,23,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2021-01-19T00:00:00Z,NA
2021,Ford Motor Company,Ford,MUSTANG HO CONVERTIBLE,FMX,83,2.3,4,Manual(M6),19,25,21,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2021-01-19T00:00:00Z,NA
2021,Ford Motor Company,Ford,MUSTANG HO COUPE,FMX,80,2.3,4,Manual(M6),20,27,22,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2021-01-19T00:00:00Z,NA
2021,Ford Motor Company,Ford,MUSTANG MACH 1,FMX,286,5,8,Manual(M6),14,22,17,Y,"NA",Naturally Aspirated,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),Subcompact Cars,car,2021-01-19T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC (convertible),MBX,314,3,6,Auto(A9),19,27,22,N,TC,Turbocharged,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-11-22T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC (coupe),MBX,313,3,6,Auto(A9),19,27,22,N,TC,Turbocharged,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-11-22T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 63 (convertible),MBX,115,4,8,Auto(A9),17,25,20,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-12-01T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 63 (coupe),MBX,117,4,8,Auto(A9),17,26,20,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-12-01T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 63 S (convertible),MBX,114,4,8,Auto(A9),17,25,20,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-11-22T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 63 S (coupe),MBX,116,4,8,Auto(A9),17,26,20,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-11-22T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG E53 4MATIC+ (Convertible),MBX,141,3,6,Auto(A9),21,27,23,N,OT,Other,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-09T00:00:00Z,N
2021,Mercedes-Benz,Mercedes-Benz,AMG E53 4MATIC+ (Coupe),MBX,133,3,6,Auto(A9),21,28,24,N,OT,Other,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-09T00:00:00Z,N
2021,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC+ (convertible),MBX,325,4,8,Auto(A9),14,24,17,N,TC,Turbocharged,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-11-20T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,C 300 (convertible),MBX,128,2,4,Auto(A9),23,31,26,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-16T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,C 300 (Coupe),MBX,118,2,4,Auto(A9),24,33,27,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-16T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC (convertible),MBX,127,2,4,Auto(A9),22,30,25,N,TC,Turbocharged,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-16T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC (Coupe),MBX,119,2,4,Auto(A9),23,32,26,N,TC,Turbocharged,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-16T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,E 450 (convertible),MBX,143,3,6,Auto(A9),23,30,25,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-09T00:00:00Z,N
2021,Mercedes-Benz,Mercedes-Benz,E 450 (coupe),MBX,134,3,6,Auto(A9),23,31,26,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-09T00:00:00Z,N
2021,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC (convertible),MBX,144,3,6,Auto(A9),23,29,25,N,TC,Turbocharged,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-09T00:00:00Z,N
2021,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC (coupe),MBX,135,3,6,Auto(A9),23,30,25,N,TC,Turbocharged,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-10-09T00:00:00Z,N
2021,Mercedes-Benz,Mercedes-Benz,S 560 (convertible),MBX,324,4,8,Auto(A9),16,26,20,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Subcompact Cars,car,2020-11-20T00:00:00Z,NA
2021,BMW,Mini,COOPER HARDTOP 2 DOOR,BMX,33,1.5,3,Manual(M6),26,37,30,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-03-31T00:00:00Z,NA
2021,BMW,Mini,COOPER HARDTOP 4 DOOR,BMX,35,1.5,3,Manual(M6),26,37,30,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-03-31T00:00:00Z,NA
2021,BMW,Mini,COOPER S HARDTOP 2 DOOR,BMX,55,2,4,Manual(M6),23,33,27,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-03-31T00:00:00Z,NA
2021,BMW,Mini,COOPER S HARDTOP 4 DOOR,BMX,57,2,4,Manual(M6),23,33,27,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-03-31T00:00:00Z,NA
2021,BMW,Mini,JOHN COOPER WORKS HARDTOP,BMX,85,2,4,Manual(M6),23,33,27,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Subcompact Cars,car,2020-03-31T00:00:00Z,NA
2021,BMW,BMW,M3,BMX,380,3,6,Manual(M6),16,23,19,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,2020-11-01T00:00:00Z,NA
2021,Hyundai,GENESIS,G70 RWD,HYX,3,2,4,Manual(M6),18,28,22,N,TC,Turbocharged,M,Manual,6,N,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,2020-03-01T00:00:00Z,NA
2021,Hyundai,HYUNDAI MOTOR COMPANY,Accent,HYX,21,1.6,4,Manual(M6),29,39,33,N,"NA",Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,2020-06-01T00:00:00Z,NA
2021,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,9,1.6,4,Manual(M6),26,33,29,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,2020-04-01T00:00:00Z,NA
2021,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,7,2,4,Manual(M6),25,33,28,N,"NA",Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,2020-04-01T00:00:00Z,NA
2021,Hyundai,HYUNDAI MOTOR COMPANY,Veloster N,HYX,44,2,4,Manual(M6),22,28,25,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,2020-08-15T00:00:00Z,NA
2021,MAZDA,MAZDA,MAZDA2,TKX,201,1.5,4,Manual(M6),30,39,34,N,"NA",Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,2020-09-08T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC,MBX,312,3,6,Auto(A9),18,27,21,N,TC,Turbocharged,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,2020-11-22T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 63,MBX,108,4,8,Auto(A9),17,26,21,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,2020-12-01T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG C 63 S,MBX,110,4,8,Auto(A9),17,26,21,N,TC,Turbocharged,A,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,2020-11-22T00:00:00Z,NA
2021,Mercedes-Benz,Mercedes-Benz,AMG CLS53 4MATIC+,MBX,320,3,6,Auto(A9),21,26,23,N,OT,Other,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,2020-10-09T00:00:00Z,N
2021,Mercedes-Benz,Mercedes-Benz,AMG GT 43 4MATIC+,MBX,430,3,6,Auto(A9),20,25,22,N,OT,Other,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,2020-10-09T00:00:00Z,N
2021,Mercedes-Benz,Mercedes-Benz,AMG GT 53 4MATIC+,MBX,550,3,6,Auto(A9),20,25,22,N,OT,Other,A,Automatic,9,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,2020-10-09T00:00:00Z,N
